review,sentiment
的!考完去好了!!!或者把的好了!而且又和手法的~~,1
淡淡的温馨,1
看了，假期补完，笑惨了,1
看完以后，仿佛的感觉,1
其实它想表达什么我没看明白=-=,1
~~恶心死你~,1
的恐怖浪漫,1
每集都好高能!,1
与阿黛尔不同的青春探索,1
很好看，刚开始看的时候我就在想这片太基了，没想到真的是==,1
坐等了，哈哈,1
漂移，不错,1
我们一直，但永远逃不脱长大，最终还是接受上一代人的教育方式,1
错过了就错过了，至少曾经爱过。。。只能。。。,1
重温了下经典的美国黑帮，塑造的形象确实低调又牛逼,1
特别喜欢!!!,1
美,1
接之前看的最虐的一话开始补，以前看的，后半截继续看的，没太大，如果是在电影院里看剧场版的话抱着一大进去都不TT,1
经典,1
看了《阿黛尔的生活》以后就超爱，看了《美女与野兽》更是被她惊艳到了，电影画面美得分分钟可以用来当电脑桌面，童话真的很美好，喜欢这个结局。,1
!,1
哈哈哈有趣。值得看,1
炒鸡喜欢!喜欢喜欢!每一对CP都喜欢都好有爱!,1
一群人在讲的故事，关于爱的故事，渐渐失去了这是真是假的能力。不过，里面的镜头，很美好。最后，易的感慨很动人。想想，这是一种怎么样的生活，也许这辈子也不可能经历。,1
国内翻译敢不敢再随便一点?!!!中间有一段是一个女的蛋糕和的对话，翻译基本的好吗，这么好的片子就毁在翻译上了!!!,1
这一季，是季里最好看的了。虽然走了，但是大部分还是很圆满很温情的感觉。最后一集的最后五分钟，哈哈哈!,1
awesome,1
属于不看真的会后悔那种，给个推荐。,1
是天使,1
赞,1
日剧比电影好好看太多。,1
优酱真心美啊,1
这季的第一集拍的真好～我喜欢～这季结局真不错啊，happyending～,1
萌萌哒,1
现在只想把原著找出来看!!!,1
俗套啊，平庸啊，导演是要多没功力才能拍出这样的慢镜头啊,0
哎，。,0
我想吐槽这个所谓的大牌电影人，怎么把片子剪辑成这样?!无所谓……多少了解了一些，这个安静的一直在自己音乐世界里的人，低调。和的那一段感动。,1
陪小孩看的，感觉过年动画水平真的进步了,1
相信你错的会后悔的,1
纯当是思维了，他们的思路太离奇了，癌症，感染，免疫。。。谜底太扯了。剧情也天马行空,1
赞一个,1
原来英文翻译过叫。它们俩把自己需要的心理过程的在某个人的表面，任何人?（在火车上又看了一遍，发觉讲的是间的故事2013）,1
以前不明白为毛叫杀手，现在知道了==,1
原来它的暗喻竟然这么深……,1
难看死了。。。,0
完全没节操,1
这是对原版的侮辱，去了精华要了。还拍成了GAY片真是垃圾。,0
!!!这也是我最爱前三名之一!!!,1
不要完啊!!!看不够啊!!!：(),1
到了最后，就开始当“鬼”。,1
花打满分，脸打满分。电影负分。,0
喜欢，不喜欢，尤其是3,0
Q。我对他们家的马桶真的印象灰常深刻。,1
嗯......,1
!,1
maybe,1
喜欢这部电影，很感动人啊!,1
用漂移把妹。。。=。=,1
＜神探＞附体,1
无论是情节、的描述手法、人物心理的刻画，还是具有胶片感的画面，都是不可多得的优秀影片,1
哈哈哈金在赞啊赞啊虽然还很青涩说是同性恋的电影也不吧,1
哈哈哈哈哈哈哈,1
看完这个纪录片，才真正喜欢上了,1
十年之後再看對上一有了很多,1
视觉效果，刺激惊呆了,1
剧情紧凑轻松搞笑中进行跌宕起伏的爱恨情仇很小就看过忘不了真棒,1
本片的温情,1
善良的小。感动死人的。,1
灰常没劲～,0
还是喜欢!,1
韩为毛就这么死了..,1
很简单明了却也恐惧,1
人生就是一个又一个的困境。。。youwilltakeityoucanmakeit..,1
我为看这个。。。去。。。,0
果然一直到最后都在突出着一个关于因果报应的话题,1
期待!!!,1
小解放新中国,0
音乐与电影的完美呈现,1
太萌了!!!,1
相当有趣的短篇，基友。,1
很不错的一部电影。希望你们都看一看,1
全家观看电影很有!,1
都完结了，好失落。,1
笑到无力吐槽。。。妈蛋笑点太奇怪了我五星好片!!!,1
是个好演员。,1
没看过书，就看电视剧觉得拍得很好，比其它的偶像太多了。关键是在于，晓明实在是太帅了哇，流口水啊，何润东一直是我比较喜欢的人物，也很帅。大S就看着老了许多，不过做为一个让二个大帅哥爱得死去活来的女主角，一般人演都会让人讨厌的，她看着不令人讨厌。帅哥~~~冲着继续会看下去,1
平铺直叙，没有高潮，只有无限，这才是历史。,1
我期待,1
为什么导演能把这么致青春的片子拍的波澜不惊..........,0
剧情写实，生动而微妙的展现末老歌手的对现实环境难以接受的心理状态。个人以为是极品!90分以上的电影,1
看了一整晚十个小时全部看完第一次这么一部偶像剧以前的电视就是好看惹,1
我饭的颜,1
如何成为黑帮大家族。,1
上映?,1
，,1
夜之星。感动在内心。,1
挺失望的还~感觉男主没脑子，反正我不喜欢这样的男生,0
温柔的～,1
来，脑残剧真心看过不少,0
电影的音乐很动听!,1
没想到竟然还可以拍得这么烂。。。,0
希望他们能给我们带来一些平常的国产片。,1
我自己也在关注，真的超级的爱,1
优真是太好看,0
我喜欢这个片子我现在开心了。。。果然我还是重口味哼(()),1
期待ing,1
最爱。,1
看的不太明白得看才看懂,1
太棒了好吗?太喜欢了!!!,1
what?,0
好治愈。,1
蛮不错,1
「/」有一种极致到呼吸的暧昧，接近忧郁的写实，和细腻情感走向的猜想。安安静静，充斥着小细节，晦涩甜蜜。，刚下又上心头，过了这么久、还是喜欢这种调调。过了这么久，还是认为遇见不同的人，再能有缘分的和眼神的交流，很是美妙，竟有点舍不得看完。……,1
这才叫恐怖片。,1
两面国直接把我!,1
大胆而文艺的片子，年轻的女主冷艳，~,1
感觉还是可以的，好稀饭呀。,1
神马时候能在中国啊~~~,1
一部人性与的。,1
拍的蛮好，喜欢开头。在里面也很可爱【完全词穷......,1
治愈片。。。爱是什么?找到的各有定义，迷茫的人还答案。。。音乐很好听，叙述很动人，平凡和真实最最触动人心。你我都是这电影的一部分,1
不愿浪费时间评论，烂!,0
应该会喜欢的，家里有小孩子的家长可以带孩子去看看,1
没看过，就想给,1
爱你!!!,1
看这个片子不能想太多，跟着看就会很享受心被虐待的感觉。。。很惊叹的演技^_^,1
经典啊,1
看到这里，这一季是最精彩的，尤其最后一集。叫我社会看到人性。哈，lifeisawhowhatwill?have!,1
为了日本的抵制和朱莉的坚强。,1
温馨又欢乐!细节动人，创意新颖。一部好动画电影!【都很适合实在太萌了=V=],1
太好看了好么?继、爆笑团之后又一部一定要补漫画的动漫!小惊喜是出现!的作品果然对我口味。,1
对剧情太熟悉啦所以根本就不是奔着剧情去看的，越看越觉得何润东好帅啊啊啊，星星&gt;&lt;虽然书和电视剧还是有那么一点点差别，但依然觉得它很不错,1
I&$39;vebeenandI&$39;vebeenAllmylifeIbeenaeverythingthatamancando.togetaholdonyou.奥斯卡男主角名至!另外，摄影太牛!,1
其实还行的吧，围观下了。,1
对的动作记忆犹新。,1
就看了一集……真的是……=0=,0
的，我GG!!!,1
真不好看，一分给的大腿,0
我觉得很好看的电影。苍井优真是漂亮，是赏心悦目的美。干净而舒服，我非常非常的喜欢她。这部电影里有一种的悲凉在里面，但是苍井优的舒服又了这种情绪。虽说结局有点，但在我看来结局基本上可以忽略了~我喜欢这种安静~这种的情绪~,1
顶大s和少爷.....,1
最后一集绝壁把预算全部用了所以比第一季少了一集!!!坐等第三季的宇宙人啊!!!快来&gt;&lt;!!!,1
连勇士也要说再见了吗。,1
真人真事真实罪案改编斗士大美版第一击,1
比第一部进步多了，但那个采访的设计我实在无法从感性上接受。期待着第三部作品年上映，不在中国,1
很久都没有看过这么好的偶像剧了~虽然还是很造作~但拍得很好!很喜欢!,1
，对不起，我信任您，但是一帮青年。这剧本要是放在台湾由您自己选角进行拍摄，那我给三星。,0
这样的恋情，也像一样拍得出初恋般的美好。因为爱过，所以值得。,1
啥都不说了，陪伴我好些日子,1
还是喜欢!从花与爱丽丝、与四、花女孩……一路看过来，她的微笑永远是那么的质朴，她的永远纯净美丽。因为伤，因为怕受到更深的更多的人，她选择了流浪。每她就会另外一个地方重新开始新的生活，在希望与失望中徘徊。她的倔强我是有的为她鼓掌。,1
黑人主题的黑帮片，片长近3小时，前半部不错，后半部剧情稍显简单。,1
里透着。,1
国产动画电影，肯定要支持一下下,1
我看过的鬼片最让我发凉的~~~,1
女主角丑，那么漂亮的北川景子当背景，导演审美差。,0
我以为被骗了，我以为他要的只是钱，我以为，是时间的移动使人改变，我以为……,1
您老就是无法超越的!,1
重庆口音一出我就沦陷了呃!,1
我有做的天赋~我有摘的天赋~,1
。。。,1
这里说到的那些人生,1
致敬。,1
惊喜!暧昧如此美妙，甚至亲吻也多余。,1
期待第七季!,1
最克制的情绪也是最具的，心里彻底崩溃那场戏了也是全戏高潮，看的；几场群戏；海上戏美感十足，中最深的孤独和。的“乐“也发挥的十分出彩；,1
是被鲜血的。。。所以欠。。。,1
peter形象还是蛮有突破的，看《泡沫》之前喜欢黄晓明是胜过peter的，但看完之后，觉得荧幕上下的形象黄晓明太冷了，觉得太耍酷而觉得难以接近，peter就阳光多了!!!这部剧是何润东的第一部剧，我好打了5星~谢谢这部剧，我对有了新认识!!!,1
小时候看得隐形深刻,1
一口气看11集不费劲,1
这个是很明显的……,1
看了不下10遍，还会继续看的......,1
3,0
嗯，喜欢得不得了，不得了,1
不草白瞎了這麼好的……結局是代現已嘛（。,0
好难看,0
好看!结尾那段特工赞了!,1
大赞。,1
太久没有看喜剧片了，所以对这个片特别有感觉。,1
究竟讲了一个什么故事呀这个。。。这个现实么。。。是真的?,0
小优太美了啊啊,1
两面人真是太可怕了，至今想起来都==,1
宋承宪的屁股要翘上天了，太想拍一!!!剧情完全没有,0
一定要有第二季啊==,1
很喜欢~~~,1
情节安排很巧妙，扣人心弦,1
如果爱是我可以左右的，那我宁愿选择从来没有爱过你。,1
超喜欢，各种中我的点，最后片尾，~女孩的脸有点难看，去了，身材倒是挺好。片中弱化了少女交受到的道德而注重的是探索自己，包括与心里医生的谈话，与警察的谈话，男朋友，与朋友的交流。这些都算法国特色吧。,1
当在电梯里被的时候，朋友我“你不是说国产电影里没鬼的?”，我淡定的说“看，你接着看。结果有没有?你懂的。,1
哈哈,1
其实我想给,0
卫视的时候就追过，对我们的纪念和对望两首歌很喜欢。曾经下载循环播放那时候还不知道林志颖的年纪，现在想起来他还真是一个(**)魅力杠杠的…五年后的情节不太喜欢，小志也确实在演这部分有点。美好的时光这样从，愿那个嘴角带着温暖笑容的男人永远不老,1
电影很好看,1
超爱啊!!!,1
很清新很文艺的一部微电影，我很喜欢里面的镜头感，还有蒙太奇。最后字幕亮了，的：献给夫妇。每个人都应该得到应有的尊重。,1
编剧的是猪做的吗。。。,0
小说本来就和现实有差距，所以我们应该分开来看。欣赏小说的同时也可以用现实的角度来欣赏下电视剧。我觉得演员虽然不是我理想的类型，但凭良心来说演的不错，演技很重要。这部剧打动我了，所以尽管不符合理想，但是也让我从另一个角度体会到了不同的“泡沫之夏”。从来不写评论的，我给个好评~~~,1
有趣~有爱~,1
黑我大TT不会再爱了,0
哈哈哈,1
Peter你拍的很用心。,1
又臭又长,0
最喜欢。最看不惯的还是那种金发女人，这样的，我要是我也在外面睡遍女人也要最终和你离婚啊，太讨厌了,1
五星强推，刚开始我以为只是部打着特工牌的动画片，没想到看到最后如此的感人!,1
槽点满满，已笑尿。装扮的意外很萌。,1
烂片无底线，从开头直接跳到结尾都不会什么内容，背景冲让人。打着艾玛的名号却找个女当女主，大姐你到底是谁啊百度都搜不到还得去问，我眼前的都是你穿装时不断的又的肥肩膀!另外艾玛小姐的脸越来越明显了人伤心。,0
这部影片的确有些瑕疵总体来说还是地叙述了这个传奇故事我想给四分的看到那么多装逼说电影烂给两分的我就给五分了!,1
==小时候一心想嫁给!!!,1
不懂音乐，但看完了很有。重庆，重庆话很有。原来大家小时候都回。,1
最喜欢这样的动画,1
真心好看，就喜欢看类似的剧情片,1
电影拍摄得很好，有史诗叙述的感觉。,1
狗屎--，一个系列总有一两部是垃圾~,0
感觉会这样.,1
打斗场面很漂亮!动作张力十足行云流水!,1
这视效，这宁静和。。。其实我觉的这种淡淡的小情绪挺不赖啊～,1
绝对标题党，的特工更好点。,0
垃圾,0
呃，看着看着，满眼的蛋糕啊，。。。呃。。。大哥这个身材真不错,1
律政剧果然比较容易让我HIGH。,1
支持国产。,1
心目中的大师的新作，又有两位奥斯卡影帝的出演，没有理由不看。影片最精彩的部分莫过于最后20分钟，两位影帝饰演的黑白两道两个相惜，联手合作的段落，无论是表演上，还是故事的发展上，都让人大呼过瘾。好莱坞每年这样的电影是的，只可惜今年奥斯卡期间的太多，让老雷又一次遗憾地与最佳导演，不过这样也好，奥斯卡这个会激励着拍摄出更多更经典的电影，我们有了。,1
毁灭性的,0
比动画日剧好看画面很精致演员很到位的令人意外很喜欢这种带着忧伤的还有gay不是主题……,1
这特么主角换了人，真的只能烂片了…,0
为什么会讲普通话，还能和光头强聊天?光头强熊大熊二小时候太可爱。,1
奶奶。,1
不错适合小孩子,1
高二暑假看的~算是台剧里最喜欢的一部啦~,1
小哥。。。为了你再加上参演我一定要颗星。。。,1
想起来就觉得逗,1
是幸运的，很羡慕她。当年的文根英真的很可爱。,1
被最后一到了,1
深入的精神恐惧,1
骨头出品必属精品,1
挺有意思的故事,1
感觉像在香港，不觉得那些鬼都是“”的感觉吗。,1
对于这类电影除了5分还能做什么?,1
看电影是一种美的享受!,1
都不够塞啊啊啊啊!!!,1
太难看了......,0
感觉很快乐,1
最好看的台湾偶像剧,1
金在,1
每一个小细节，每一个表情与动作都在使这期间的感情。其实现实也是这样，总在彼此中找寻，幸好最后在一起了，要不让还真不爽、,1
扯吧，哪来的大啊。,0
比第一部强太多，剧情方面还挺中国元素的，热宝宝。然后片尾曲太好听了，差点掉泪。,1
只有大S适合演这个坚强的女子。,1
画面精致复古情节动人,1
一部好的电影，可以影响一个人的一生!,1
超级好看呀!森林好漂亮!,1
这片子所宣扬的价值观比小时代还要可怕，而且有对艾玛过度消费的嫌疑。片子难看到无语，抢劫的戏份太多成为累赘，独白空洞无张力，几处戏份也嗨不起来。无数的聚集在一起发光却让我感觉像极了廉价的。,0
喜欢电影的结尾，两个男人的友谊，无与伦比。,1
这电影真是把所有当成碧池了啊，,0
期待,1
海报设计得很好看啊!,1
竟然是!!!最近的动画做得真的是越来越好了,1
带着走天下,1
毁了我最喜欢的君!!!,0
很萌很有爱的~~~~,1
很萌一般这种什么的都很水这个真心赞!,1
依然记得那个下午……,1
的情商的外表更加出色，科恩兄弟的名字就不是?,0
很稀饭，对动画欣赏的兴趣从……,1
了两年的，今天终于把你完结了……温暖的感动怎么也散不去。大叔，看到你陪着一帮孩儿玩纠结，真是让人情何以堪啊!!!好在最后你圆满了，内牛~~~,1
“改编真人真事”,1
ala.,1
真搞不懂重复是什麼逻辑本来就是角色特点好吗....第二季连都少了都变成了预算都用在做怪兽和最后一集了吗?面对猪一样的队长还毫无绝壁是最佳团队啊喜欢和人妻也是一脸正经这季不但恶搞直接节操都掉光了!,1
比起he&$39;sjustnotthatintoyou显然这样的爱情更让我喜欢又可爱。,1
觉得圣诞节的电影都是一直是经典中的经典，一直都喜欢特别温馨的动画片。,1
场景，配乐一流，视听方面虽然超过了剧情但丝毫不影响观看。。。,1
IneverknowwhatloveIfeelitevenIsayIloveyou.,1
天与地之后又一部震撼到的剧，每集结束的更是精彩,1
不解释,1
说实话。。。我现在还在看。。。看了不知道几百遍了。。。真的好喜欢!!!,1
大烂片的层出不穷和香港电影的堕落，固然是鸡与蛋的问题。但王晶这种电影人渣依然能打着电影的幌子活得，也许才应该是香港电影的最大。为什么不老老实实做好一个屎尿屁导演或者三级片导演这份那么有前途的工作呢?,0
以前中央6最喜欢的动画,1
一股装13的气息。,0
小时候超爱的,1
呆B到我来_(:з」∠)_,1
单纯的片子,1
第三季结尾离婚，第四季结尾结婚，能把截点卡得这么准还能做的这么出色真不是一般的编剧写的出来的，好想要的剧本啊。。。,1
看着就很棒的样子，一定会喜欢的,1
爆笑哈哈哈,1
两面国看得我毛骨悚然=。=,1
大叔你还是和在一起吧!!!,1
~,1
好喜欢,1
的镜头很讲究，这孩子审美啊~,1
好久没看过这么过瘾的法律剧了!!!最后放的死亡总有些意料之中或者唏嘘惋惜。事实就是如此，你无法所有细节，也不能，但一定得相信些什么。,1
明星脸云集,0
内容和形式都挺震撼,1
非常励志，在片尾真实人物出来真的感觉他好厉害，真正的!,1
不错了,1
影片很好看，很搞笑啊!,1
看之前就有很多人说很失望，还是去看了。可能是先入为主，但就是觉得烂。全片有种看青春犯罪纪录片的感觉，无聊透顶。一群人别人家然后就各种粗口有哪个意思。再主观一点，你就算了，都了也不能像样点吗!,0
记忆深刻的爱情，小志很帅哦，感觉新的男二出现以后剧情更好看!,1
挺轻松幽默的小片片有意思,1
真心喜欢爱情记录片!!!,1
那时老妈每天下午上班前就把电视打开，我醒了就看一集这个小企鹅的故事,1
两个都是很熟的演员。所谓的“游戏”之战精彩绝伦，可惜老男人动了感情啊。。。配乐也好。,1
为什么越长大了看这越忍不住会哭啊，明明以前再怎么感动都不会这样,1
非常好看,1
我一定是脑子被门夹了才会突然因为想看教主跑去看这玩意。听了大半，跑去看婚姻，看完回来再继续听，觉得这剧好扯淡。,0
的作品还是挺好的，我也比较喜欢的。,1
不想多说!,0
真的很好看,1
很不错~很喜欢~,1
我就想知道美女是如何爱上野兽的。。。,1
哈哈哈哈，，，，，，，笑死我了，，很有情怀的喜剧，好绝配的母子。。。太经典了~~~,1
拍得很讨巧，不过这口味，还是觉得太重了,1
的致命点还是在以前的身份，看到两个陌生人出现在竟然吓成那样。我总觉得爱的（至少这季）是博士，给了钥匙有共同语言还自身份，不是真爱是什么，只是让她去安慰小女儿时崩溃的表现和在餐厅里处理的的表现竟，找老婆不是心灵伴侣,1
结尾太有爱了,1
几个画风我都比较喜欢,1
这部真的恶心到我了，看那几个日本人就恶心，女主也极其丑，还有那个面瘫一直嚼的女生，还有那个什么那么容易就挂了，还有一个小飙车就想解决事情，这部真的恶心。唯一值得敬佩的是漂移的确很帅气!,0
好棒,1
要看要看要看!!!,1
哈哈哈!，笑料连连!太有意思了!,1
那句经典的话“同学，,1
你比QQ,1
怪男人，但是是我的stilllikeit,1
影帝级对手戏，就是太长了,1
给五颗星好么!看见宋承宪值了!然后真是看到后面开始大哭!!!好细腻深邃的感情!!!,1
我被骗了,0
删减版看下来讲的就是个绿茶婊的故事!!!太绿茶婊了不好看!!!,0
喜欢像优电影里面一样生活，存够了钱就去另外个地方，不同的工作，不同的人～～,1
虽然喜欢苍井优但是还是更喜欢这般的女主角简直太漂亮了慢慢散发的青春的味道哎呀年轻果然是美妙~,1
哈哈哈哈哈真是烂透了好丑哈哈哈哈哈,0
小小的。而美好。,1
光之蛋球,1
欧巴了，烂片无疑,0
文化、教育，冲击太大,1
相比起的结尾，的结尾…,1
一段深沉且抑制的感情，之爱，但如同中毒一般。,1
我小时候超~~~~~~~~爱的!,1
2013年的剧,1
带入感啊带入感,1
林志颖好帅啊好帅啊好帅啊好帅啊好帅啊好帅啊,1
好想专注的投入去做一件事情啊现在没有活着的感觉,1
最喜欢的一部飙车片，其中两段对话一直至今。可惜最后的高潮部分不好，不然直接进入经典系列。,1
很喜欢优的气质，看完这个电影觉得似乎自己也在逃避着什么。,1
简直无法直视。。。演员丑，没气质!发型。。。惨,0
thedifferenttimeareininstoryandmusic.,1
不就是恐惧的吗我说呢,1
应该有原小说的吧，找来看一看!,1
认真你就输了x2,1
哭。。。,1
我居然看过几集。。。一个片子里到底是怎么有两个的呢QAQ接吻的时候真的是鸡皮满地了,0
~,1
传中老女人和小女孩看的电视剧没看肥皂剧的我当了一回老女人。,1
终于大结局了。这是今年看过最好的港剧。悬念一直持续到大结局的最后1分钟。看这一个多月，一直在生病，心情也比较阴暗，但一直都有收获。今天可以到阳光下步了。,1
希腊一样好看的男孩儿啊，同时玩弄一个男孩和一个女孩的感情。PS全世界的文艺青年的生活都是一样的……,1
我以为会牛逼,0
确实好看。可是最后反转啊，转啊，啊...是不是有点多了。眼睛猥琐男果断是恐怖生物。,1
关于人性，就要看这个电影,1
butinagoodway,1
成长、你明白爱情是什么了吗?,1
好电影,0
我!,1
我舍友说这个电视剧很无聊，那是因为你完全看不懂好么?的队长+卖萌无底线的+吐槽+各种乱入的足够搞笑了!!!还会有第三季么?,1
完全是冲着吧的去看的，欧巴没有让我失望，那身材，那，果断下载存起来!还有就是感慨他怎么会喜欢那种女人，简直就是，中文超级不标准还敢说自己是!虽然个性还是很有个性的但是让人看了产生不了好感是怎么回事，欧巴的身材实在是太好了啦!!!,1
我!要!看!,1
又，我的時候它是我。,0
绝对让你尖叫的一部替身，呵呵,1
第二季快来～,1
坚持梦想,1
看到第四季，越来越好看了,1
更加期待,1
greatfilm,1
各种...,1
小时候看过印象一直很深，诡异但非常吸引人,1
绝对是值得一看的，人物刻画的也是相当的给力的。,1
好棒的样子。。。,1
难看,0
画面真的真的太美了~~~过度的居然可以呈现如此美的世界，真是天才~~剧情很忠于原著，没有过度改编，但这种方式的表达实在很适合,1
看得出是用心去做的，不过剧情有进步的空间,1
第二季!,1
帅哥演技了得啊。最后老头终于受不了开枪了。,1
为毛觉着那个姑娘把得low爆了。。。,0
自由、找寻,1
萌,1
很好看!,1
非常之恶心，话说这都是害人的，所以做人不能人。,0
没有负。。。,0
我居然看完了~~~,0
在奥斯卡和他的角色都是一个人他,1
说别的，光画风就很棒；恐惧产生的根源,1
，入君怀。,1
很清新~~~~,1
非常喜欢的格调期待下一集,1
“泡沫之夏TV版集&amp;：这一集能看到越来越出色，入戏越来越深，看到影院生日那里的，我被打动了。来那里，也是将一层层的情绪，表现得淋漓尽致。peter真的很懂这个故事，很懂。ps，和影院生日的两个情节，都是编剧小加的哦，很棒，感恩ing~”“泡,1
抛弃生活的时候，生活也会抛弃他。悲伤?后悔?不如，改变自己，面对现实，就算不再如，至少会变的美好。音乐很美~,1
好看极了,1
这个真的是太好看了!!!国产的动画现在越来越棒了额!支持支持!!!太可爱了!,1
：http:,1
哭了，戏的代入足了!,1
有些人，天生就是上天的,1
Idon&$39;tknowificanseeinmylifewithoutthat,1
除了结局有点突然之外其它都很好，画面够美演技够好，童话故事也不需要多么的,1
好玩的善良的圣诞，老人和年轻人,1
这些剧照觉得美国大片的感觉。,1
唯一一部不想让黑帮老大被抓的片子,1
传说被美国和谐。。。,1
经典!,1
演得好。,1
看得非常慢。因为这部剧都有种缓慢的感觉。关于理想，感情。感触的时候也会跟着哭。喜欢的真啊,1
这玩意怎么拍出来的?会不会把毛爷爷从爬出来?国产未来的希望就靠你们辣，瞬间爆炸!!!,0
一开始toma站在樱花的看着，画面超美的!toma君的头发爆了。去骗人家的吃的情节也是大爆笑……总之很温暖,1
小时候非常喜欢的戏。主演配角甚至一些反派都萌萌哒，很欢乐，三观也很正。,1
willthe,0
看过的最好看的圣诞动画，有点类似圣诞营救计划感觉，不过那个主角是小哦。,1
好看!大叔竟然不了……,1
，女孩，独自流浪吧。,1
表示看这个可以==。,1
我还在的买过衣服呢哈哈哈哈,1
不错,1
看完,1
人要适当的，放过自己。,1
不多说了震撼的一塌糊涂,1
我喜欢那个云,1
看的人很多呀,1
&$34;$奥斯卡看过最差一部奥斯卡作品。又长又闷，安吉丽娜朱莉还是乖乖演员吧，导演这玩意还是别再。&$34;,0
这一年来看过的最佳美剧!难得有美剧渐入佳境越来越好而不虎头蛇尾。慢的冲突与，这才更接近生活!是，我喜欢这剧的细腻和专业，特别是在人物处理和时代背景上，各种强大!还有每集后面的音乐!,1
第三部觉得最好看啦~北川景子在里面是干吗的。。。就说了两句==,1
第五季结尾，在&$39;asgoby‘的歌声中，是和温馨的婚礼，阳光明媚；另一边是带着在马路上，的，两边画面交叉播出，的是其。啊，谁能不说是部情感大戏呢。。。,1
不错的电影，觉的两部，赛车画面前两部漂亮,1
科波拉小姐还是去设计吧拍MV不适合你不是边看电脑都想,0
暑假的下午重播了不少遍,1
爱情是什么，真的很简单。很喜欢这样轻松简单的节奏,1
有什么比蛋糕更能让人感到幸福呢。,1
虽然是个人传记，但涉及到了很多方面，如中国与中国大环境微妙的，千万追逐的钢琴梦。回这首曲子很有意思，在中国环境里长大的，是世界的最完美，音乐本无吧,1
欧容出品，必属精品,1
剧情简单，成本低，两个跑龙套的一共就4个演员，但是就是好喜欢,1
依旧差的可怕的演技死猫是想闹哪样,1
这宣扬的什么三观，醉了，明明。冲着男主肉去的结果没被满足。女二了全戏的演技。。。,0
期待啊好片就是要有续集才好,1
跟是我尤其是先生.有他們二人必看一定.他們扮演未看都要給5星麻.這角色我就如她100%人要.(雖然我仍做不到),1
喜欢他的小牙齿，不过那样也是蛮,1
一个基佬为了三十的而一个根本不会被的人的故事,1
在大巴上被迫看的这部烂片。女人也比他好看啊,0
我!真!的!没!病!不信你问我!几级!多少!,1
女孩儿迷人死了,1
我比较的喜欢看欧美大片的。,1
意外的喜欢上这部电影。优姑娘的手指，夏日的独特气息。还有那段“家里种的”的小细节都让人喜欢。,1
也是看了很多遍的偶像剧，虽然情节很扯，还是挺喜欢的那时候,1
o(*≧▽≦)[狂笑!],1
纪念才给了5星,1
无删节版很棒，为数不多看哭得鬼片。音乐很棒!,1
小清新+BL,1
-,1
比起前三季的闷骚，这一季了的世界，创业、离婚、，改变可以让生活更好或者更糟，但的运气也未太好了点，马修你真的不是在YY自己的理想人生吗?,1
温暖的暧昧,1
『alone既然活着就是混，不如大家混的开心一点!』,1
很重要。,1
在B搭配吐槽强忍着看了十分钟，我要疯了。,0
哈哈哈哈两个!!!和耶稣都好软啊!,1
绝对是烂片之一，烂瞎了眼，烂得无法被超越。及无数，吐槽...,0
可爱呐~她结婚后的那个发型真恐怖，完全的,1
制作团队太认真了,1
好期待!,1
的纪录片，真好听~,1
目测会悲剧,1
大爱大爱!,1
不错的偶像剧,1
片头曲巨好听好听到我拿来很帅很好还是那么做作,1
没有看过漫画也没有看过电影也许是因为自己那样好希望能找到一件自己喜欢的东西或是自己也有过那样的日子那样的朋友那样不舍又再也回不来的时光最后哭着离开简直就是当时的自己啊所以我喜欢这部电视剧比较神马的最无意义了...为什么还要看呢?我喜欢森田啊哈哈哈,1
台剧第二好看,1
这种小清新的gay片看得我都湿了……【满地地花痴两个男猪脚,1
一坨屎。浪费胶片浪费钱。老爷爷老奶奶的对话各种假，根本不这样说话。,0
范儿太了!,1
不错，可惜还是期待和诶。。。,1
懒得去看完了,0
喜欢的不得了,1
笑到尾，真精彩,1
Aaanda.,0
我的最最最爱!~~太美了~~~,1
，音乐，……怎么说呢。。。都是我喜欢的~~开车居然的习惯，这老男人了!,1
某人的死太突然了!!!,1
这个月又要看好几部好电影了啊啊啊啊,1
丹尼尔华盛顿,1
经典的血腥恐怖片三部曲，以至于被和谐种子都求不到。幸好收藏了一整套高清!,1
美女和野兽的还是最出色的,1
重的律政剧交叉非常精彩可惜只有一季的很精彩非常好,1
这个片子有点搞呀~虽然留着小胡子，那身材真是口水.......漫画改编~一开始看不明白怎么回事~后来有点清晰了~在里面的表情也狂丰富~有爱~就爱~多出点片子吧~,1
这片还能去?,0
两个男人智力大战好片,1
就是喜欢温暖的。,1
于小学,1
太有想象力的动画了!!!很多的创意还结合高科技~!很酷炫!!!,1
最爱,1
耐人寻味的一个爱情小故事,1
真是啊，娶了贴心小被人是找心机表，这个世界都抛弃留给我好了。,1
拥有好基友，幸福生活一辈子,1
我忍着没乐==,1
haveueverinlove?,1
好真实,1
我觉得汤姆很帅很善良很于是我被了很好看,1
它先吸引了我的，更了我的心，。,1
也是某看的颠倒的电视剧啊。小志真是永远的18岁。。。帅爆了~!对的我看的蛮顺眼的耶。喜欢这种题材。重逢后更加成熟的对方。还有中间的小小甜蜜~,1
这个绝对是经典了。。。,1
丹泽尔演绎黑帮老大也是别有韵味,1
大爱。,1
