attention_mask,input_ids,token_type_ids
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 8024, 1963, 3362, 872, 671, 4684, 4495, 7270, 1762, 7946, 3266, 678, 872, 833, 679, 833, 2154, 2586, 136, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 6637, 8024, 2571, 727, 3187, 3683, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3297, 4263, 1220, 4514, 4638, 676, 4508, 1170, 3173, 511, 6821, 2798, 3221, 791, 2399, 2769, 3297, 1599, 3614, 4638, 1220, 4514, 511, 4007, 6639, 2400, 1285, 5277, 749, 671, 1147, 2769, 2190, 1760, 6414, 4638, 2404, 2682, 511, 1196, 2658, 6639, 1916, 5165, 1122, 3289, 2835, 2400, 684, 6820, 7361, 1169, 1762, 749, 671, 3241, 8024, 6421, 3300, 4638, 5846, 4157, 794, 782, 5102, 4638, 1168, 3297, 1400, 680, 2207, 1957, 2111, 4638, 6929, 702, 8024, 684, 6820, 5543, 1168, 1760, 6414, 5125, 4868, 1350, 5632, 2769, 817, 966, 8024, 4696, 3221, 1086, 1059, 7481, 738, 3766, 3300, 511, 4263, 1168, 679, 6121, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1914, 2208, 2399, 749, 8024, 2218, 3766, 3300, 6814, 6821, 720, 4385, 2141, 4638, 1220, 4514, 8024, 5018, 1282, 7415, 2769, 2515, 2419, 749, 511, 852, 738, 8024, 1220, 4514, 2400, 679, 6963, 3221, 976, 3457, 1557, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 8174, 102]","[0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 976, 5018, 671, 702, 1391, 4638, 782, 2600, 3221, 679, 2159, 3211, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2361, 3307, 3300, 3291, 1914, 4638, 782, 2743, 2533, 3615, 6605, 6821, 6956, 4510, 2512, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3152, 3418, 5739, 4638, 4275, 2094, 8024, 2523, 3018, 5010, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3187, 6389, 3221, 2552, 4415, 6820, 3221, 6117, 5581, 4514, 7481, 1173, 4080, 6963, 7478, 2382, 3472, 4638, 671, 6956, 7787, 4275, 1962, 719, 3766, 4692, 1168, 6821, 720, 1962, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4956, 102]","[0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5401, 1957, 680, 7029, 1077, 8024, 3857, 4035, 8024, 1936, 2404, 4638, 4514, 7481, 8024, 4263, 2658, 8024, 779, 2658, 8024, 872, 6820, 2682, 6206, 784, 720, 136, 4692, 2130, 3146, 702, 782, 1348, 4685, 928, 4263, 2658, 749, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2418, 6421, 1373, 523, 4178, 2605, 704, 4638, 2207, 2658, 901, 4638, 3189, 2382, 524, 523, 2605, 4263, 3403, 1114, 524, 523, 1469, 872, 671, 6629, 2428, 6814, 4638, 524, 141, 141, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7564, 5050, 3209, 3227, 1914, 6629, 3341, 749, 1557, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4994, 4197, 2816, 6028, 749, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1184, 676, 2108, 1126, 725, 6963, 3221, 4868, 8024, 6821, 671, 2108, 6963, 1359, 2768, 749, 3833, 4495, 4495, 4638, 782, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 4692, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 510, 1398, 2595, 2605, 510, 4638, 2487, 1960, 510, 5632, 3324, 510, 1352, 7028, 782, 3419, 510, 2552, 4415, 3266, 4850, 510, 2414, 2767, 100, 100, 7946, 3266, 5143, 3189, 3315, 4035, 4514, 3121, 5356, 8024, 1762, 6929, 702, 2399, 807, 3341, 6432, 4696, 4638, 5050, 3683, 6772, 1920, 5519, 749, 511, 2769, 3719, 6823, 6381, 2533, 798, 798, 4028, 5306, 4638, 6821, 702, 7439, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 5375, 726, 4638, 4764, 4275, 8024, 3291, 679, 5375, 726, 4638, 6225, 830, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1915, 722, 3215, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 6432, 4275, 1036, 7027, 7481, 4638, 6716, 3332, 6929, 720, 8024, 1333, 3341, 6963, 3221, 5401, 1744, 772, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5023, 749, 1962, 719, 1557, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2582, 720, 1377, 5543, 3300, 782, 2897, 3341, 1469, 5682, 2770, 3683, 4638, 100, 100, 100, 100, 100, 100, 679, 6814, 4706, 4714, 4696, 3221, 2523, 3918, 2658, 4638, 8024, 1987, 2094, 4638, 1399, 2099, 2190, 2769, 3341, 6432, 3221, 702, 8761, 852, 2600, 4638, 3341, 6432, 3766, 3300, 2743, 6821, 702, 6235, 5682, 1762, 2682, 1567, 8024, 6432, 4708, 6413, 2218, 5314, 5632, 2346, 5541, 1366, 2458, 671, 3366, 4638, 6956, 1146, 2902, 702, 6614, 1450, 1962, 4960, 4197, 1962, 4318, 6117, 1962, 5310, 2229, 852, 2233, 4197, 3766, 3647, 5042, 4684, 7004, 749, 3297, 1400, 6820, 3647, 1762, 2577, 7027, 3221, 4212, 4275, 1091, 2769, 4638, 4263, 1957, 712, 1399, 2099, 6820, 3300, 1092, 782, 4696, 3221, 1916, 749, 1916, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 1599, 3614, 4638, 7509, 727, 1423, 5885, 5439, 2360, 5439, 2360, 8024, 7478, 2382, 4080, 2658, 3300, 3833, 1213, 8024, 1961, 6397, 817, 2207, 3198, 952, 738, 3221, 2769, 3297, 1599, 3614, 4638, 6956, 1146, 722, 671, 8024, 1963, 3362, 2157, 782, 738, 5543, 2828, 6821, 671, 7481, 6382, 6835, 3341, 2218, 1962, 749, 511, 3300, 4905, 2523, 7410, 2533, 4638, 5283, 1112, 4638, 3698, 6574, 8024, 2523, 2697, 3381, 782, 852, 3221, 1348, 3300, 8024, 7478, 2382, 1936, 1975, 8024, 6929, 3667, 1922, 2358, 749, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6614, 172, 3309, 2521, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5635, 791, 6820, 6381, 2533, 6929, 702, 833, 5632, 2346, 1103, 7716, 3446, 4638, 821, 7900, 1520, 1520, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 4692, 1168, 4255, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3634, 4275, 7478, 2382, 1962, 8024, 4294, 1166, 3221, 1760, 6414, 4267, 4267, 8024, 1922, 3018, 5010, 749, 511, 1314, 3322, 2345, 4157, 6158, 800, 3018, 1920, 1568, 8024, 1506, 1506, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1373, 3301, 1351, 671, 6629, 1343, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7262, 5709, 5357, 3297, 1599, 3614, 6821, 4276, 1377, 2667, 1372, 3300, 1724, 7415, 3766, 3300, 2828, 2864, 1059, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1168, 2419, 1762, 6448, 784, 720, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 4157, 3173, 3862, 6411, 4638, 1456, 6887, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 710, 3813, 2209, 1922, 2358, 749, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 517, 5401, 1957, 680, 7029, 1077, 8515, 518, 8020, 8127, 8021, 8024, 6821, 4275, 2094, 1962, 3187, 5464, 8024, 2218, 6132, 3302, 1290, 714, 4157, 8024, 1071, 800, 671, 3187, 3221, 1905, 8024, 5401, 1957, 3221, 6820, 5050, 3221, 2259, 4638, 1996, 2023, 8024, 7029, 1077, 2823, 749, 702, 6818, 8145, 4638, 5439, 1928, 3341, 4028, 3221, 2682, 2582, 3416, 8024, 4007, 5567, 2130, 1059, 679, 2358, 106, 5401, 1957, 1469, 7029, 1077, 722, 7313, 4638, 4263, 2658, 772, 4495, 6631, 4960, 1037, 4638, 8024, 5401, 1957, 4638, 1040, 2475, 1995, 1987, 1962, 1776, 6760, 1359, 738, 2523, 3563, 5128, 8024, 2600, 722, 4162, 4275, 671, 6956, 8024, 2401, 1962, 3766, 1343, 4510, 2512, 7368, 4692, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 3300, 2697, 6230, 8024, 3309, 2521, 1557, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2225, 4377, 8024, 5356, 1196, 1377, 809, 1343, 3647, 749, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1348, 4692, 749, 671, 6881, 1348, 3300, 749, 1962, 1914, 2697, 6239, 511, 511, 511, 1196, 2658, 1962, 1914, 8761, 511, 511, 511, 2207, 2562, 5567, 1962, 2207, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 7262, 1928, 8024, 3300, 1079, 2159, 8024, 3862, 2845, 738, 679, 7231, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1377, 809, 671, 4692, 1086, 4692, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1922, 3472, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 710, 3813, 2209, 1290, 4670, 7561, 4028, 4638, 1922, 1962, 749, 8024, 100, 8422, 8490, 100, 6375, 782, 1313, 6496, 3918, 1174, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 4638, 3297, 4263, 119, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2682, 6629, 4997, 2399, 4638, 2692, 3915, 444, 113, 8100, 13613, 21122, 111, 109, 8229, 132, 114, 443, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1744, 772, 1220, 4035, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 2798, 3221, 3300, 704, 1744, 4294, 5682, 4638, 1220, 4514, 1557, 511, 6981, 7509, 8024, 6981, 727, 4007, 4007, 4638, 704, 1744, 4294, 5682, 511, 852, 2697, 6230, 3766, 1139, 2130, 3146, 1557, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4696, 4162, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 702, 782, 1377, 809, 3121, 1359, 686, 4518, 8024, 671, 702, 782, 1377, 809, 3121, 1359, 3313, 3341, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 1599, 3614, 5721, 759, 831, 1557, 8734, 2458, 1993, 2769, 6963, 809, 711, 6929, 702, 4511, 3221, 1391, 4638, 8024, 1400, 3341, 2798, 4761, 6887, 3221, 711, 749, 106, 679, 6814, 5310, 2229, 1962, 849, 3221, 3297, 5303, 6963, 3766, 1762, 671, 6629, 119, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3805, 1744, 3221, 671, 702, 4685, 2496, 4281, 6873, 4638, 1765, 3175, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 8024, 4696, 1599, 3614, 8024, 4696, 1599, 3614, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 7231, 1658, 8080, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
